ime,kategorija 
Game Dev Tycoon.html,Difficult
Game Dev Tycoon.html,Great Soundtrack
Game Dev Tycoon.html,Touch-Friendly
Game Dev Tycoon.html,Isometric
Game Dev Tycoon.html,Comedy
Game of Thrones.html,RPG
Game of Thrones.html,Action
Game of Thrones.html,Fantasy
Game of Thrones.html,Third Person
Game of Thrones.html,Story Rich
Game of Thrones.html,Choices Matter
Game of Thrones.html,Medieval
Game of Thrones.html,Singleplayer
Game of Thrones.html,Adventure
Game of Thrones.html,Based On A Novel
Game of Thrones.html,Controller
Game of Thrones.html,Open World
Game of Thrones.html,Character Customization
Gang Beasts.html,Funny
Gang Beasts.html,Multiplayer
Gang Beasts.html,Fighting
Gang Beasts.html,Local Multiplayer
Gang Beasts.html,Comedy
Gang Beasts.html,Physics
Gang Beasts.html,Action
Gang Beasts.html,Beat 'em up
Gang Beasts.html,Co-op
Gang Beasts.html,4 Player Local
Gang Beasts.html,Colorful
Gang Beasts.html,Early Access
Gang Beasts.html,Third Person
Gang Beasts.html,Indie
Gang Beasts.html,Casual
Gang Beasts.html,Adventure
Gang Beasts.html,Singleplayer
Gang Beasts.html,Great Soundtrack
Gang Beasts.html,Sandbox
Gang Beasts.html,Simulation
Gaokao.Love.100Days.html,Visual Novel
Gaokao.Love.100Days.html,Dating Sim
Gaokao.Love.100Days.html,Multiple Endings
Gaokao.Love.100Days.html,Romance
Gaokao.Love.100Days.html,Mature
Gaokao.Love.100Days.html,Casual
Gaokao.Love.100Days.html,Simulation
Gaokao.Love.100Days.html,Nudity
Gaokao.Love.100Days.html,Anime
Gaokao.Love.100Days.html,Indie
Gaokao.Love.100Days.html,Cute
Gaokao.Love.100Days.html,Adventure
Garfield Kart.html,Cult Classic
Garfield Kart.html,Competitive
Garfield Kart.html,Racing
Garfield Kart.html,Action
Garfield Kart.html,Multiplayer
Garfield Kart.html,Sports
Garfield Kart.html,Family Friendly
Garfield Kart.html,Singleplayer
Garfield Kart.html,Casual
Garfield Kart.html,Classic
Garfield Kart.html,Sandbox
Garfield Kart.html,Masterpiece
Garfield Kart.html,VR
Garfield Kart.html,Lovecraftian
Garfield Kart.html,Tower Defense
Garfield Kart.html,Dark Comedy
Garfield Kart.html,Villain Protagonist
Garfield Kart.html,Comedy
Garfield Kart.html,Third-Person Shooter
Garfield Kart.html,Medieval
Garry's Mod.html,Sandbox
Garry's Mod.html,Multiplayer
Garry's Mod.html,Funny
Garry's Mod.html,Moddable
Garry's Mod.html,Building
Garry's Mod.html,Co-op
Garry's Mod.html,Comedy
Garry's Mod.html,First-Person
Garry's Mod.html,Mod
Garry's Mod.html,Simulation
Garry's Mod.html,Online Co-Op
Garry's Mod.html,FPS
Garry's Mod.html,Physics
Garry's Mod.html,Singleplayer
Garry's Mod.html,Action
Garry's Mod.html,Indie
Garry's Mod.html,Shooter
Garry's Mod.html,Animation &amp; Modeling
Garry's Mod.html,Adventure
Garry's Mod.html,Massively Multiplayer
Gas Guzzlers Extreme.html,Racing
Gas Guzzlers Extreme.html,Action
Gas Guzzlers Extreme.html,Multiplayer
Gas Guzzlers Extreme.html,Shooter
Gas Guzzlers Extreme.html,Sports
Gas Guzzlers Extreme.html,Co-op
Gas Guzzlers Extreme.html,Arena Shooter
Gas Guzzlers Extreme.html,Zombies
Gas Guzzlers Extreme.html,Singleplayer
Gas Guzzlers Extreme.html,Destruction
Gas Guzzlers Extreme.html,Funny
Gas Guzzlers Extreme.html,Driving
Gas Guzzlers Extreme.html,Open World
Gas Guzzlers Extreme.html,Arcade
Gas Guzzlers Extreme.html,Controller
Gas Guzzlers Extreme.html,Fast-Paced
Gas Guzzlers Extreme.html,Casual
Gas Guzzlers Extreme.html,Horror
Gauntlet™ Slayer Edition.html,Co-op
Gauntlet™ Slayer Edition.html,Dungeon Crawler
Gauntlet™ Slayer Edition.html,Action
Gauntlet™ Slayer Edition.html,RPG
Gauntlet™ Slayer Edition.html,Hack and Slash
Gauntlet™ Slayer Edition.html,Local Co-Op
Gauntlet™ Slayer Edition.html,Multiplayer
Gauntlet™ Slayer Edition.html,Adventure
Gauntlet™ Slayer Edition.html,Top-Down
Gauntlet™ Slayer Edition.html,Arcade
Gauntlet™ Slayer Edition.html,Remake
Gauntlet™ Slayer Edition.html,4 Player Local
Gauntlet™ Slayer Edition.html,Classic
Gauntlet™ Slayer Edition.html,Fantasy
Gauntlet™ Slayer Edition.html,Online Co-Op
Gauntlet™ Slayer Edition.html,Local Multiplayer
Gauntlet™ Slayer Edition.html,Action RPG
Gauntlet™ Slayer Edition.html,Isometric
Gauntlet™ Slayer Edition.html,Casual
Gauntlet™ Slayer Edition.html,Rogue-like
GemCraft - Chasing Shadows.html,Tower Defense
GemCraft - Chasing Shadows.html,Strategy
GemCraft - Chasing Shadows.html,Indie
GemCraft - Chasing Shadows.html,Action
GemCraft - Chasing Shadows.html,Singleplayer
GemCraft - Chasing Shadows.html,Top-Down
GemCraft - Chasing Shadows.html,Fantasy
GemCraft - Chasing Shadows.html,2D
Gems of War - Puzzle RPG.html,Free to Play
Gems of War - Puzzle RPG.html,Match 3
Gems of War - Puzzle RPG.html,RPG
Gems of War - Puzzle RPG.html,Puzzle
Gems of War - Puzzle RPG.html,Casual
Gems of War - Puzzle RPG.html,Strategy
Gems of War - Puzzle RPG.html,Adventure
Gems of War - Puzzle RPG.html,Card Game
Gems of War - Puzzle RPG.html,Multiplayer
Gems of War - Puzzle RPG.html,Action
Gems of War - Puzzle RPG.html,Singleplayer
Gems of War - Puzzle RPG.html,Fantasy
Geometry Dash.html,Difficult
Geometry Dash.html,Great Soundtrack
Geometry Dash.html,Music
Geometry Dash.html,Level Editor
Geometry Dash.html,2D
Geometry Dash.html,Rhythm
Geometry Dash.html,Colorful
Geometry Dash.html,Singleplayer
Geometry Dash.html,Platformer
Geometry Dash.html,Character Customization
Geometry Dash.html,Arcade
Geometry Dash.html,Indie
Geometry Dash.html,Side Scroller
Geometry Dash.html,Action
Geometry Dash.html,Funny
Geometry Dash.html,Family Friendly
Geometry Dash.html,Casual
Geometry Dash.html,Strategy
Geometry Dash.html,Adventure
Geometry Dash.html,Multiplayer
Getting Over It with Bennett Foddy.html,Difficult
Getting Over It with Bennett Foddy.html,Psychological Horror
Getting Over It with Bennett Foddy.html,Physics
Getting Over It with Bennett Foddy.html,Singleplayer
Getting Over It with Bennett Foddy.html,Funny
Getting Over It with Bennett Foddy.html,Indie
Getting Over It with Bennett Foddy.html,Platformer
Getting Over It with Bennett Foddy.html,Horror
Getting Over It with Bennett Foddy.html,Casual
Getting Over It with Bennett Foddy.html,Action
Getting Over It with Bennett Foddy.html,Adventure
Getting Over It with Bennett Foddy.html,Survival Horror
Getting Over It with Bennett Foddy.html,Philisophical
Getting Over It with Bennett Foddy.html,Story Rich
Getting Over It with Bennett Foddy.html,Strategy
Getting Over It with Bennett Foddy.html,Dark Humor
Getting Over It with Bennett Foddy.html,Replay Value
Getting Over It with Bennett Foddy.html,Comedy
Getting Over It with Bennett Foddy.html,Great Soundtrack
Getting Over It with Bennett Foddy.html,Third Person
Ghost 1.0.html,Indie
Ghost 1.0.html,Action
Ghost 1.0.html,Metroidvania
Ghost 1.0.html,Female Protagonist
Ghost 1.0.html,Adventure
Ghost 1.0.html,Platformer
Ghost 1.0.html,Cyberpunk
Ghost 1.0.html,2D
Ghost 1.0.html,Sci-fi
Ghost 1.0.html,Singleplayer
Ghost 1.0.html,Rogue-like
Ghost 1.0.html,Side Scroller
Ghost 1.0.html,Anime
Ghost 1.0.html,Robots
Glass Masquerade.html,Casual
Glass Masquerade.html,Puzzle
Glass Masquerade.html,Indie
Glass Masquerade.html,Relaxing
Glass Masquerade.html,Atmospheric
Glass Masquerade.html,Great Soundtrack
Gloria Victis.html,Early Access
Gloria Victis.html,Medieval
Gloria Victis.html,RPG
Gloria Victis.html,Massively Multiplayer
Gloria Victis.html,Open World
Gloria Victis.html,Crafting
Gloria Victis.html,MMORPG
Gloria Victis.html,PvP
Gloria Victis.html,Action
Gloria Victis.html,Indie
Gloria Victis.html,Sandbox
Gloria Victis.html,Early Access
Gloria Victis.html,Survival
Gloria Victis.html,Multiplayer
Gloria Victis.html,Adventure
Gloria Victis.html,Great Soundtrack
Gloria Victis.html,Swordplay
Gloria Victis.html,Historical
Gloria Victis.html,Atmospheric
Gloria Victis.html,Difficult
Goat Simulator.html,Simulation
Goat Simulator.html,Funny
Goat Simulator.html,Comedy
Goat Simulator.html,Open World
Goat Simulator.html,Sandbox
Goat Simulator.html,Physics
Goat Simulator.html,Indie
Goat Simulator.html,Action
Goat Simulator.html,Singleplayer
Goat Simulator.html,Casual
Goat Simulator.html,Destruction
Goat Simulator.html,Third Person
Goat Simulator.html,Co-op
Goat Simulator.html,Exploration
Goat Simulator.html,Moddable
Goat Simulator.html,Local Multiplayer
Goat Simulator.html,Local Co-Op
Goat Simulator.html,MMORPG
Goat Simulator.html,Family Friendly
Goat Simulator.html,Memes
"Gold Rush, The Game.html",Simulation
"Gold Rush, The Game.html",Mining
"Gold Rush, The Game.html",Realistic
"Gold Rush, The Game.html",Open World
"Gold Rush, The Game.html",Indie
"Gold Rush, The Game.html",Singleplayer
"Gold Rush, The Game.html",Driving
"Gold Rush, The Game.html",Strategy
"Gold Rush, The Game.html",Sandbox
"Gold Rush, The Game.html",Exploration
"Gold Rush, The Game.html",Economy
"Gold Rush, The Game.html",First-Person
"Gold Rush, The Game.html",Funny
Golf It!.html,Early Access
Golf It!.html,Multiplayer
Golf It!.html,Mini Golf
Golf It!.html,Casual
Golf It!.html,Sports
Golf It!.html,Simulation
Golf It!.html,Golf
Golf It!.html,Early Access
Golf It!.html,Indie
Golf It!.html,Funny
Golf It!.html,Singleplayer
Golf It!.html,Online Co-Op
Golf It!.html,Level Editor
Golf It!.html,Sandbox
Golf It!.html,Memes
Golf It!.html,Free to Play
Golf It!.html,Psychological Horror
Golf With Your Friends.html,Early Access
Golf With Your Friends.html,Mini Golf
Golf With Your Friends.html,Multiplayer
Golf With Your Friends.html,Golf
Golf With Your Friends.html,Sports
Golf With Your Friends.html,Casual
Golf With Your Friends.html,Early Access
Golf With Your Friends.html,Family Friendly
Golf With Your Friends.html,Funny
Golf With Your Friends.html,Indie
Golf With Your Friends.html,Singleplayer
Golf With Your Friends.html,Co-op
Golf With Your Friends.html,Great Soundtrack
Golf With Your Friends.html,Simulation
Golf With Your Friends.html,Strategy
Golf With Your Friends.html,Difficult
Golf With Your Friends.html,Physics
Golf With Your Friends.html,Psychological Horror
Golf With Your Friends.html,Massively Multiplayer
Golf With Your Friends.html,Memes
Gone Home.html,Walking Simulator
Gone Home.html,Short
Gone Home.html,Indie
Gone Home.html,Exploration
Gone Home.html,Atmospheric
Gone Home.html,First-Person
Gone Home.html,Story Rich
Gone Home.html,Female Protagonist
Gone Home.html,Adventure
Gone Home.html,Singleplayer
Gone Home.html,Great Soundtrack
Gone Home.html,Interactive Fiction
Gone Home.html,Mystery
Gone Home.html,1990's
Gone Home.html,Emotional
Gone Home.html,Narration
Gone Home.html,Romance
Gone Home.html,Point &amp; Click
Gone Home.html,Realistic
Gone Home.html,Relaxing
Gorogoa.html,Puzzle
Gorogoa.html,Indie
Gorogoa.html,Adventure
Gorogoa.html,Casual
Gorogoa.html,Hand-drawn
Gorogoa.html,Short
Gorogoa.html,2D
Gorogoa.html,Singleplayer
Gorogoa.html,Atmospheric
Gorogoa.html,Stylized
Gorogoa.html,Story Rich
Gorogoa.html,Mystery
Gorogoa.html,Cartoony
Gorogoa.html,Exploration
Gorogoa.html,Interactive Fiction
Gothic 1.html,RPG
Gothic 1.html,Open World
Gothic 1.html,Atmospheric
Gothic 1.html,Classic
Gothic 1.html,Fantasy
Gothic 1.html,Singleplayer
Gothic 1.html,Action
Gothic 1.html,Gothic
Gothic 1.html,Third Person
Gothic 1.html,Medieval
Gothic 1.html,Adventure
Gothic 1.html,Story Rich
Gothic 1.html,Dark Fantasy
Gothic 1.html,Magic
Gothic 1.html,Great Soundtrack
Gothic 1.html,Masterpiece
Gothic 1.html,Retro
Gothic 1.html,Action RPG
Gothic 1.html,Difficult
Gothic 1.html,Choices Matter
"Gothic II, Gold Edition.html",RPG
"Gothic II, Gold Edition.html",Classic
"Gothic II, Gold Edition.html",Open World
"Gothic II, Gold Edition.html",Atmospheric
"Gothic II, Gold Edition.html",Singleplayer
"Gothic II, Gold Edition.html",Gothic
"Gothic II, Gold Edition.html",Dark Fantasy
"Gothic II, Gold Edition.html",Action
"Gothic II, Gold Edition.html",Fantasy
"Gothic II, Gold Edition.html",Story Rich
"Gothic II, Gold Edition.html",Third Person
"Gothic II, Gold Edition.html",Medieval
"Gothic II, Gold Edition.html",Replay Value
"Gothic II, Gold Edition.html",Adventure
"Gothic II, Gold Edition.html",Masterpiece
"Gothic II, Gold Edition.html",Dragons
"Gothic II, Gold Edition.html",Difficult
"Gothic II, Gold Edition.html",Great Soundtrack
"Gothic II, Gold Edition.html",Action RPG
"Gothic II, Gold Edition.html",Magic
Gothic® 3.html,RPG
Gothic® 3.html,Open World
Gothic® 3.html,Fantasy
Gothic® 3.html,Action
Gothic® 3.html,Atmospheric
Gothic® 3.html,Third Person
Gothic® 3.html,Singleplayer
Gothic® 3.html,Gothic
Gothic® 3.html,Medieval
Gothic® 3.html,Adventure
Gothic® 3.html,Great Soundtrack
Gothic® 3.html,Story Rich
Gothic® 3.html,Sandbox
Gothic® 3.html,Magic
Gothic® 3.html,Action RPG
Gothic® 3.html,Classic
Gothic® 3.html,First-Person
Gothic® 3.html,Replay Value
Governor of Poker 3.html,Free to Play
Governor of Poker 3.html,Card Game
Governor of Poker 3.html,Casual
Governor of Poker 3.html,Simulation
Governor of Poker 3.html,Massively Multiplayer
Governor of Poker 3.html,Gambling
Governor of Poker 3.html,Multiplayer
"Grand Ages, Medieval.html",Strategy
"Grand Ages, Medieval.html",Simulation
"Grand Ages, Medieval.html",Medieval
"Grand Ages, Medieval.html",Grand Strategy
"Grand Ages, Medieval.html",Economy
"Grand Ages, Medieval.html",Management
"Grand Ages, Medieval.html",City Builder
"Grand Ages, Medieval.html",Trading
"Grand Ages, Medieval.html",Historical
"Grand Ages, Medieval.html",Multiplayer
"Grand Ages, Medieval.html",Sandbox
"Grand Ages, Medieval.html",RTS
"Grand Ages, Medieval.html",Singleplayer
"Grand Ages, Medieval.html",Politics
"Grand Ages, Medieval.html",War
"Grand Ages, Medieval.html",Political
"Grand Ages, Medieval.html",Great Soundtrack
"Grand Ages, Medieval.html",Open World
"Grand Ages, Medieval.html",Resource Management
"Grand Theft Auto IV, Complete Edition.html",Open World
"Grand Theft Auto IV, Complete Edition.html",Action
"Grand Theft Auto IV, Complete Edition.html",Bowling
"Grand Theft Auto IV, Complete Edition.html",Multiplayer
"Grand Theft Auto IV, Complete Edition.html",Third Person
"Grand Theft Auto IV, Complete Edition.html",Adventure
"Grand Theft Auto IV, Complete Edition.html",Crime
"Grand Theft Auto IV, Complete Edition.html",Sandbox
"Grand Theft Auto IV, Complete Edition.html",Third-Person Shooter
"Grand Theft Auto IV, Complete Edition.html",Moddable
"Grand Theft Auto IV, Complete Edition.html",Singleplayer
"Grand Theft Auto IV, Complete Edition.html",Shooter
"Grand Theft Auto IV, Complete Edition.html",Physics
"Grand Theft Auto IV, Complete Edition.html",Atmospheric
"Grand Theft Auto IV, Complete Edition.html",Classic
"Grand Theft Auto IV, Complete Edition.html",Funny
"Grand Theft Auto IV, Complete Edition.html",Dark Humor
"Grand Theft Auto IV, Complete Edition.html",Co-op
"Grand Theft Auto IV, Complete Edition.html",Gore
"Grand Theft Auto IV, Complete Edition.html",Satire
Grand Theft Auto IV.html,Open World
Grand Theft Auto IV.html,Action
Grand Theft Auto IV.html,Bowling
Grand Theft Auto IV.html,Multiplayer
Grand Theft Auto IV.html,Third Person
Grand Theft Auto IV.html,Adventure
Grand Theft Auto IV.html,Crime
Grand Theft Auto IV.html,Sandbox
Grand Theft Auto IV.html,Third-Person Shooter
Grand Theft Auto IV.html,Moddable
Grand Theft Auto IV.html,Singleplayer
Grand Theft Auto IV.html,Shooter
Grand Theft Auto IV.html,Physics
Grand Theft Auto IV.html,Atmospheric
Grand Theft Auto IV.html,Classic
Grand Theft Auto IV.html,Funny
Grand Theft Auto IV.html,Dark Humor
Grand Theft Auto IV.html,Co-op
Grand Theft Auto IV.html,Gore
Grand Theft Auto IV.html,Satire
Grandia® II Anniversary Edition.html,JRPG
Grandia® II Anniversary Edition.html,RPG
Grandia® II Anniversary Edition.html,Classic
Grandia® II Anniversary Edition.html,Story Rich
Grandia® II Anniversary Edition.html,Great Soundtrack
